8.527e+01 8.738e+01 8.949e+01 9.159e+01 9.369e+01 9.578e+01 9.788e+01 9.997e+01 1.021e+02 1.041e+02 1.062e+02 1.083e+02 1.104e+02 1.125e+02 1.145e+02 1.166e+02 1.187e+02 1.207e+02 1.228e+02 1.249e+02 1.269e+02 1.290e+02 1.310e+02 1.331e+02 1.351e+02 1.371e+02 1.392e+02 1.412e+02 1.432e+02 1.452e+02 1.472e+02 1.492e+02 1.512e+02 1.532e+02 1.552e+02 1.571e+02 1.591e+02 1.610e+02 1.629e+02 1.647e+02 1.665e+02 1.683e+02 1.701e+02 1.718e+02 1.735e+02 1.751e+02 1.766e+02 1.781e+02 1.795e+02 1.807e+02 1.819e+02 1.830e+02 1.839e+02 1.846e+02 1.852e+02 1.855e+02 1.856e+02 1.855e+02 1.850e+02 1.843e+02 1.831e+02 1.816e+02 1.796e+02 1.771e+02 1.740e+02 1.704e+02 1.661e+02 1.612e+02 1.555e+02 1.490e+02 1.418e+02 1.338e+02 1.250e+02 1.155e+02 1.053e+02 9.465e+01 8.359e+01 7.235e+01 6.118e+01 5.036e+01 4.018e+01 3.092e+01 2.282e+01 1.606e+01 1.070e+01 6.692e+00 3.901e+00 2.098e+00 1.030e+00 4.568e-01 1.807e-01 6.284e-02 1.879e-02 4.724e-03 9.854e-04 1.666e-04 2.218e-05 2.251e-06 1.683e-07 8.871e-09 
6.640e+01 6.812e+01 6.983e+01 7.154e+01 7.325e+01 7.496e+01 7.666e+01 7.836e+01 8.006e+01 8.175e+01 8.345e+01 8.514e+01 8.683e+01 8.852e+01 9.020e+01 9.189e+01 9.357e+01 9.525e+01 9.692e+01 9.860e+01 1.003e+02 1.019e+02 1.036e+02 1.053e+02 1.069e+02 1.086e+02 1.102e+02 1.119e+02 1.135e+02 1.152e+02 1.168e+02 1.184e+02 1.200e+02 1.216e+02 1.233e+02 1.248e+02 1.264e+02 1.280e+02 1.295e+02 1.310e+02 1.325e+02 1.340e+02 1.354e+02 1.368e+02 1.381e+02 1.394e+02 1.407e+02 1.419e+02 1.430e+02 1.441e+02 1.450e+02 1.459e+02 1.467e+02 1.473e+02 1.477e+02 1.481e+02 1.482e+02 1.481e+02 1.478e+02 1.472e+02 1.463e+02 1.451e+02 1.435e+02 1.415e+02 1.391e+02 1.362e+02 1.328e+02 1.289e+02 1.243e+02 1.192e+02 1.134e+02 1.070e+02 1.000e+02 9.241e+01 8.430e+01 7.576e+01 6.691e+01 5.792e+01 4.899e+01 4.033e+01 3.218e+01 2.476e+01 1.828e+01 1.286e+01 8.569e+00 5.362e+00 3.126e+00 1.681e+00 8.255e-01 3.655e-01 1.449e-01 5.034e-02 1.506e-02 3.788e-03 7.902e-04 1.336e-04 1.779e-05 1.806e-06 1.350e-07 7.117e-09 
5.159e+01 5.299e+01 5.439e+01 5.578e+01 5.717e+01 5.856e+01 5.995e+01 6.133e+01 6.271e+01 6.409e+01 6.547e+01 6.685e+01 6.822e+01 6.959e+01 7.097e+01 7.233e+01 7.370e+01 7.507e+01 7.643e+01 7.779e+01 7.915e+01 8.051e+01 8.186e+01 8.321e+01 8.456e+01 8.591e+01 8.725e+01 8.859e+01 8.993e+01 9.126e+01 9.258e+01 9.390e+01 9.522e+01 9.652e+01 9.782e+01 9.911e+01 1.004e+02 1.017e+02 1.029e+02 1.041e+02 1.053e+02 1.065e+02 1.077e+02 1.088e+02 1.099e+02 1.110e+02 1.120e+02 1.130e+02 1.139e+02 1.148e+02 1.156e+02 1.163e+02 1.169e+02 1.174e+02 1.178e+02 1.181e+02 1.182e+02 1.182e+02 1.179e+02 1.175e+02 1.168e+02 1.159e+02 1.146e+02 1.131e+02 1.111e+02 1.089e+02 1.062e+02 1.030e+02 9.939e+01 9.529e+01 9.069e+01 8.559e+01 7.999e+01 7.392e+01 6.744e+01 6.062e+01 5.355e+01 4.636e+01 3.921e+01 3.228e+01 2.576e+01 1.983e+01 1.464e+01 1.030e+01 6.863e+00 4.295e+00 2.504e+00 1.347e+00 6.614e-01 2.934e-01 1.161e-01 4.034e-02 1.207e-02 3.037e-03 6.335e-04 1.071e-04 1.426e-05 1.448e-06 1.083e-07 5.709e-09 
4.000e+01 4.114e+01 4.228e+01 4.341e+01 4.454e+01 4.568e+01 4.680e+01 4.793e+01 4.906e+01 5.018e+01 5.130e+01 5.242e+01 5.354e+01 5.465e+01 5.577e+01 5.688e+01 5.799e+01 5.910e+01 6.021e+01 6.132e+01 6.242e+01 6.352e+01 6.463e+01 6.573e+01 6.682e+01 6.792e+01 6.901e+01 7.010e+01 7.118e+01 7.226e+01 7.334e+01 7.441e+01 7.548e+01 7.654e+01 7.760e+01 7.864e+01 7.968e+01 8.072e+01 8.173e+01 8.273e+01 8.372e+01 8.469e+01 8.564e+01 8.657e+01 8.747e+01 8.834e+01 8.918e+01 8.998e+01 9.074e+01 9.145e+01 9.210e+01 9.268e+01 9.320e+01 9.363e+01 9.397e+01 9.420e+01 9.431e+01 9.429e+01 9.411e+01 9.377e+01 9.324e+01 9.250e+01 9.152e+01 9.029e+01 8.878e+01 8.696e+01 8.481e+01 8.231e+01 7.944e+01 7.617e+01 7.250e+01 6.843e+01 6.396e+01 5.912e+01 5.394e+01 4.849e+01 4.284e+01 3.709e+01 3.138e+01 2.583e+01 2.062e+01 1.587e+01 1.172e+01 8.246e+00 5.494e+00 3.439e+00 2.005e+00 1.079e+00 5.298e-01 2.351e-01 9.302e-02 3.233e-02 9.674e-03 2.434e-03 5.078e-04 8.587e-05 1.143e-05 1.161e-06 8.680e-08 4.578e-09 
3.094e+01 3.187e+01 3.279e+01 3.372e+01 3.464e+01 3.556e+01 3.648e+01 3.740e+01 3.832e+01 3.923e+01 4.014e+01 4.105e+01 4.196e+01 4.287e+01 4.378e+01 4.468e+01 4.559e+01 4.649e+01 4.739e+01 4.829e+01 4.919e+01 5.008e+01 5.098e+01 5.187e+01 5.277e+01 5.366e+01 5.454e+01 5.543e+01 5.631e+01 5.719e+01 5.806e+01 5.894e+01 5.980e+01 6.067e+01 6.152e+01 6.238e+01 6.322e+01 6.406e+01 6.488e+01 6.570e+01 6.651e+01 6.730e+01 6.807e+01 6.883e+01 6.956e+01 7.027e+01 7.096e+01 7.161e+01 7.223e+01 7.281e+01 7.335e+01 7.383e+01 7.426e+01 7.462e+01 7.490e+01 7.510e+01 7.520e+01 7.520e+01 7.508e+01 7.482e+01 7.441e+01 7.383e+01 7.306e+01 7.209e+01 7.089e+01 6.945e+01 6.775e+01 6.576e+01 6.347e+01 6.087e+01 5.795e+01 5.470e+01 5.114e+01 4.727e+01 4.314e+01 3.878e+01 3.427e+01 2.967e+01 2.510e+01 2.067e+01 1.650e+01 1.270e+01 9.379e+00 6.602e+00 4.399e+00 2.754e+00 1.606e+00 8.638e-01 4.244e-01 1.883e-01 7.452e-02 2.590e-02 7.752e-03 1.950e-03 4.069e-04 6.883e-05 9.165e-06 9.307e-07 6.959e-08 3.671e-09 
2.387e+01 2.462e+01 2.538e+01 2.613e+01 2.689e+01 2.764e+01 2.839e+01 2.913e+01 2.988e+01 3.062e+01 3.137e+01 3.211e+01 3.285e+01 3.359e+01 3.432e+01 3.506e+01 3.580e+01 3.653e+01 3.726e+01 3.800e+01 3.873e+01 3.946e+01 4.018e+01 4.091e+01 4.163e+01 4.236e+01 4.308e+01 4.380e+01 4.452e+01 4.523e+01 4.594e+01 4.665e+01 4.736e+01 4.806e+01 4.876e+01 4.945e+01 5.014e+01 5.082e+01 5.149e+01 5.215e+01 5.281e+01 5.345e+01 5.409e+01 5.470e+01 5.530e+01 5.588e+01 5.644e+01 5.698e+01 5.748e+01 5.796e+01 5.840e+01 5.880e+01 5.915e+01 5.945e+01 5.969e+01 5.986e+01 5.996e+01 5.996e+01 5.988e+01 5.968e+01 5.936e+01 5.891e+01 5.831e+01 5.755e+01 5.660e+01 5.546e+01 5.411e+01 5.253e+01 5.071e+01 4.864e+01 4.631e+01 4.372e+01 4.088e+01 3.779e+01 3.449e+01 3.101e+01 2.741e+01 2.373e+01 2.008e+01 1.654e+01 1.320e+01 1.016e+01 7.506e+00 5.284e+00 3.521e+00 2.205e+00 1.286e+00 6.917e-01 3.399e-01 1.508e-01 5.957e-02 2.082e-02 6.211e-03 1.563e-03 3.261e-04 5.516e-05 7.346e-06 7.461e-07 5.579e-08 2.943e-09 
1.836e+01 1.897e+01 1.959e+01 2.020e+01 2.082e+01 2.143e+01 2.204e+01 2.265e+01 2.326e+01 2.386e+01 2.447e+01 2.507e+01 2.567e+01 2.627e+01 2.688e+01 2.747e+01 2.807e+01 2.867e+01 2.927e+01 2.986e+01 3.046e+01 3.105e+01 3.164e+01 3.223e+01 3.282e+01 3.341e+01 3.400e+01 3.458e+01 3.516e+01 3.575e+01 3.632e+01 3.690e+01 3.747e+01 3.805e+01 3.861e+01 3.918e+01 3.973e+01 4.029e+01 4.083e+01 4.137e+01 4.191e+01 4.243e+01 4.294e+01 4.345e+01 4.394e+01 4.441e+01 4.487e+01 4.531e+01 4.572e+01 4.611e+01 4.648e+01 4.680e+01 4.710e+01 4.734e+01 4.755e+01 4.769e+01 4.778e+01 4.780e+01 4.774e+01 4.759e+01 4.735e+01 4.699e+01 4.652e+01 4.592e+01 4.518e+01 4.427e+01 4.320e+01 4.195e+01 4.050e+01 3.885e+01 3.700e+01 3.493e+01 3.267e+01 3.021e+01 2.757e+01 2.479e+01 2.191e+01 1.898e+01 1.606e+01 1.323e+01 1.056e+01 8.132e+00 6.006e+00 4.228e+00 2.818e+00 1.764e+00 1.029e+00 5.538e-01 2.721e-01 1.208e-01 4.771e-02 1.662e-02 4.975e-03 1.252e-03 2.613e-04 4.420e-05 5.887e-06 5.979e-07 4.472e-08 2.359e-09 
1.407e+01 1.457e+01 1.508e+01 1.558e+01 1.608e+01 1.657e+01 1.707e+01 1.757e+01 1.806e+01 1.856e+01 1.905e+01 1.954e+01 2.003e+01 2.052e+01 2.101e+01 2.150e+01 2.199e+01 2.247e+01 2.296e+01 2.344e+01 2.392e+01 2.441e+01 2.489e+01 2.537e+01 2.585e+01 2.633e+01 2.680e+01 2.728e+01 2.775e+01 2.823e+01 2.870e+01 2.917e+01 2.963e+01 3.010e+01 3.056e+01 3.102e+01 3.147e+01 3.192e+01 3.237e+01 3.280e+01 3.324e+01 3.367e+01 3.408e+01 3.449e+01 3.490e+01 3.528e+01 3.566e+01 3.601e+01 3.635e+01 3.667e+01 3.697e+01 3.724e+01 3.748e+01 3.769e+01 3.786e+01 3.798e+01 3.806e+01 3.808e+01 3.804e+01 3.793e+01 3.775e+01 3.747e+01 3.711e+01 3.663e+01 3.604e+01 3.533e+01 3.448e+01 3.348e+01 3.234e+01 3.102e+01 2.955e+01 2.790e+01 2.610e+01 2.413e+01 2.203e+01 1.982e+01 1.751e+01 1.517e+01 1.284e+01 1.058e+01 8.446e+00 6.504e+00 4.804e+00 3.383e+00 2.255e+00 1.412e+00 8.237e-01 4.432e-01 2.178e-01 9.668e-02 3.820e-02 1.331e-02 3.984e-03 1.003e-03 2.093e-04 3.541e-05 4.716e-06 4.791e-07 3.583e-08 1.891e-09 
1.075e+01 1.116e+01 1.156e+01 1.197e+01 1.238e+01 1.279e+01 1.319e+01 1.360e+01 1.400e+01 1.440e+01 1.480e+01 1.520e+01 1.560e+01 1.600e+01 1.640e+01 1.680e+01 1.719e+01 1.759e+01 1.798e+01 1.838e+01 1.877e+01 1.916e+01 1.956e+01 1.995e+01 2.034e+01 2.073e+01 2.111e+01 2.150e+01 2.189e+01 2.227e+01 2.265e+01 2.303e+01 2.341e+01 2.379e+01 2.417e+01 2.454e+01 2.491e+01 2.527e+01 2.564e+01 2.600e+01 2.635e+01 2.670e+01 2.704e+01 2.737e+01 2.770e+01 2.801e+01 2.832e+01 2.861e+01 2.889e+01 2.915e+01 2.940e+01 2.962e+01 2.982e+01 2.999e+01 3.013e+01 3.024e+01 3.031e+01 3.033e+01 3.031e+01 3.023e+01 3.008e+01 2.987e+01 2.959e+01 2.921e+01 2.875e+01 2.818e+01 2.751e+01 2.672e+01 2.581e+01 2.477e+01 2.359e+01 2.228e+01 2.084e+01 1.928e+01 1.760e+01 1.583e+01 1.400e+01 1.213e+01 1.026e+01 8.457e+00 6.753e+00 5.201e+00 3.842e+00 2.706e+00 1.804e+00 1.130e+00 6.590e-01 3.547e-01 1.743e-01 7.738e-02 3.058e-02 1.069e-02 3.189e-03 8.028e-04 1.676e-04 2.836e-05 3.778e-06 3.838e-07 2.871e-08 1.515e-09 
8.171e+00 8.505e+00 8.838e+00 9.171e+00 9.503e+00 9.834e+00 1.016e+01 1.049e+01 1.082e+01 1.115e+01 1.148e+01 1.180e+01 1.213e+01 1.245e+01 1.278e+01 1.310e+01 1.343e+01 1.375e+01 1.407e+01 1.439e+01 1.471e+01 1.503e+01 1.535e+01 1.567e+01 1.598e+01 1.630e+01 1.661e+01 1.693e+01 1.724e+01 1.756e+01 1.787e+01 1.818e+01 1.849e+01 1.879e+01 1.910e+01 1.940e+01 1.970e+01 2.000e+01 2.029e+01 2.059e+01 2.087e+01 2.116e+01 2.143e+01 2.171e+01 2.197e+01 2.223e+01 2.248e+01 2.272e+01 2.295e+01 2.316e+01 2.336e+01 2.355e+01 2.371e+01 2.385e+01 2.397e+01 2.406e+01 2.412e+01 2.415e+01 2.413e+01 2.408e+01 2.397e+01 2.380e+01 2.358e+01 2.329e+01 2.292e+01 2.248e+01 2.194e+01 2.132e+01 2.059e+01 1.977e+01 1.883e+01 1.779e+01 1.664e+01 1.540e+01 1.406e+01 1.265e+01 1.118e+01 9.689e+00 8.203e+00 6.759e+00 5.398e+00 4.158e+00 3.072e+00 2.164e+00 1.442e+00 9.035e-01 5.272e-01 2.838e-01 1.395e-01 6.192e-02 2.447e-02 8.558e-03 2.553e-03 6.427e-04 1.342e-04 2.271e-05 3.026e-06 3.074e-07 2.300e-08 1.214e-09 
